LoanID,PropertyType,PropertyValue,LTV,LTV_Band,PropertyState,AppraisalDate,AppraiserID,ZestimateValue
LN-04409,Single Family,816000.0,0.77,Medium (70-85%),PA,2018-11-24,AP-25,839000.0
LN-04410,Condo,1031000.0,0.8,Medium (70-85%),MD,2019-07-27,AP-92,1041000.0
LN-04411,Condo,869000.0,0.58,Low (<70%),NJ,2020-04-27,AP-33,879000.0
LN-04412,Townhouse,1023000.0,0.79,Medium (70-85%),AZ,2019-11-21,AP-25,1028000.0
LN-04413,Single Family,845000.0,0.8,Medium (70-85%),PA,2020-08-02,AP-57,832000.0
LN-04414,Townhouse,977000.0,0.92,High (>85%),AZ,2019-05-01,AP-65,956000.0
LN-04415,Condo,670000.0,0.66,Low (<70%),CA,2022-11-01,AP-11,660000.0
LN-04416,Single Family,850000.0,0.8,Medium (70-85%),NY,2023-11-25,AP-22,870000.0
LN-04417,Single Family,556000.0,0.59,Low (<70%),MD,2023-06-06,AP-25,560000.0
LN-04418,Multi-Family,388000.0,0.92,High (>85%),NV,2018-06-16,AP-31,392000.0
LN-04419,Townhouse,463000.0,0.83,Medium (70-85%),NJ,2023-06-13,AP-15,450000.0
LN-04420,Single Family,284000.0,0.68,Low (<70%),FL,2022-10-05,AP-65,282000.0
LN-04421,Townhouse,325000.0,0.77,Medium (70-85%),NV,2022-10-10,AP-89,327000.0
LN-04422,Condo,264000.0,0.88,High (>85%),CA,2018-12-04,AP-85,262000.0
LN-04423,Townhouse,1373000.0,0.6,Low (<70%),FL,2019-10-13,AP-29,1411000.0
LN-04424,Multi-Family,738000.0,0.64,Low (<70%),OH,2018-05-08,AP-29,731000.0
LN-04425,Condo,456000.0,0.59,Low (<70%),MD,2021-11-30,AP-12,476000.0
LN-04426,Townhouse,830000.0,0.77,Medium (70-85%),TX,2018-09-29,AP-23,816000.0
LN-04427,Townhouse,957000.0,0.7,Low (<70%),OH,2023-03-05,AP-52,951000.0
LN-04428,Single Family,922000.0,0.73,Medium (70-85%),CA,2021-03-20,AP-29,918000.0
LN-04429,Single Family,610000.0,0.81,Medium (70-85%),FL,2022-06-06,AP-83,614000.0
LN-04430,Townhouse,1036000.0,0.72,Medium (70-85%),NV,2021-12-03,AP-32,1063000.0
LN-04431,Townhouse,324000.0,0.95,High (>85%),NC,2022-01-28,AP-56,331000.0
LN-04432,Multi-Family,1080000.0,0.7,Low (<70%),AZ,2021-07-28,AP-73,1066000.0
LN-04433,Condo,349000.0,0.72,Medium (70-85%),OH,2019-01-28,AP-16,343000.0
LN-04434,Townhouse,564000.0,0.59,Low (<70%),GA,2020-05-11,AP-93,590000.0
LN-04435,Multi-Family,1118000.0,0.61,Low (<70%),CA,2021-07-08,AP-94,1133000.0
LN-04436,Townhouse,1276000.0,0.63,Low (<70%),NC,2019-05-16,AP-98,1241000.0
LN-04437,Single Family,853000.0,0.85,Medium (70-85%),OH,2018-04-19,AP-35,881000.0
LN-04438,Multi-Family,996000.0,0.76,Medium (70-85%),MI,2023-07-20,AP-16,984000.0
LN-04439,Condo,933000.0,0.66,Low (<70%),TX,2020-06-07,AP-48,939000.0
LN-04440,Multi-Family,1111000.0,0.7,Low (<70%),OH,2019-04-25,AP-86,1096000.0
LN-04441,Townhouse,531000.0,0.64,Low (<70%),AZ,2020-07-03,AP-62,531000.0
LN-04442,Condo,376000.0,0.88,High (>85%),NV,2020-02-18,AP-12,374000.0
LN-04443,Single Family,280000.0,0.76,Medium (70-85%),NY,2022-08-14,AP-95,273000.0
LN-04444,Multi-Family,878000.0,0.72,Medium (70-85%),TX,2020-06-26,AP-62,895000.0
LN-04445,Condo,496000.0,0.85,Medium (70-85%),NJ,2022-01-17,AP-82,517000.0
LN-04446,Single Family,294000.0,0.7,Low (<70%),NV,2020-08-08,AP-19,286000.0
LN-04447,Single Family,378000.0,0.78,Medium (70-85%),FL,2022-07-27,AP-15,387000.0
LN-04448,Condo,624000.0,0.96,High (>85%),NY,2018-07-01,AP-70,631000.0
LN-04449,Single Family,285000.0,0.65,Low (<70%),PA,2020-01-08,AP-32,290000.0
LN-04450,Townhouse,431000.0,0.77,Medium (70-85%),GA,2018-04-11,AP-45,429000.0
LN-04451,Townhouse,378000.0,0.85,Medium (70-85%),NJ,2018-08-26,AP-98,392000.0
LN-04452,Multi-Family,462000.0,0.77,Medium (70-85%),NV,2022-11-26,AP-74,477000.0
LN-04453,Condo,1138000.0,0.79,Medium (70-85%),FL,2019-04-28,AP-40,1154000.0
LN-04454,Condo,268000.0,0.56,Low (<70%),NJ,2018-09-02,AP-25,276000.0
LN-04455,Single Family,1094000.0,0.69,Low (<70%),OH,2023-03-05,AP-86,1138000.0
LN-04456,Condo,616000.0,0.77,Medium (70-85%),TX,2019-05-05,AP-51,622000.0
LN-04457,Single Family,757000.0,0.6,Low (<70%),AZ,2019-08-09,AP-30,778000.0
LN-04458,Multi-Family,244000.0,0.72,Medium (70-85%),FL,2021-08-04,AP-19,250000.0
LN-04459,Multi-Family,1193000.0,0.61,Low (<70%),NJ,2020-06-02,AP-37,1246000.0
LN-04460,Townhouse,1042000.0,0.69,Low (<70%),NV,2018-03-18,AP-13,1027000.0
LN-04461,Single Family,572000.0,0.87,High (>85%),NY,2024-02-22,AP-44,573000.0
LN-04462,Townhouse,162000.0,0.66,Low (<70%),MA,2021-04-10,AP-89,167000.0
LN-04463,Multi-Family,904000.0,0.7,Low (<70%),NY,2018-03-14,AP-37,944000.0
LN-04464,Townhouse,1455000.0,0.56,Low (<70%),NC,2018-06-28,AP-32,1462000.0
LN-04465,Townhouse,572000.0,0.94,High (>85%),NJ,2018-07-02,AP-88,582000.0
LN-04466,Single Family,1029000.0,0.68,Low (<70%),PA,2020-11-18,AP-80,1046000.0
LN-04467,Multi-Family,859000.0,0.74,Medium (70-85%),NC,2023-07-23,AP-11,898000.0
LN-04468,Townhouse,955000.0,0.77,Medium (70-85%),TX,2018-03-10,AP-68,950000.0
LN-04469,Single Family,107000.0,0.82,Medium (70-85%),CA,2021-04-06,AP-14,109000.0
LN-04470,Single Family,190000.0,0.88,High (>85%),AZ,2023-06-03,AP-25,189000.0
LN-04471,Townhouse,171000.0,0.58,Low (<70%),OH,2021-03-31,AP-92,176000.0
LN-04472,Townhouse,334000.0,0.87,High (>85%),IL,2022-09-22,AP-84,328000.0
LN-04473,Multi-Family,479000.0,0.61,Low (<70%),IL,2023-03-11,AP-22,479000.0
LN-04474,Multi-Family,855000.0,0.84,Medium (70-85%),NJ,2019-08-10,AP-69,890000.0
LN-04475,Townhouse,275000.0,0.96,High (>85%),GA,2023-01-19,AP-30,285000.0
LN-04476,Multi-Family,1231000.0,0.58,Low (<70%),IL,2023-04-12,AP-75,1241000.0
LN-04477,Condo,711000.0,0.85,Medium (70-85%),NC,2020-05-14,AP-47,728000.0
LN-04478,Townhouse,757000.0,0.75,Medium (70-85%),NJ,2024-03-22,AP-62,762000.0
LN-04479,Townhouse,532000.0,0.87,High (>85%),OH,2023-10-15,AP-52,517000.0
LN-04480,Multi-Family,922000.0,0.77,Medium (70-85%),PA,2019-04-20,AP-33,902000.0
LN-04481,Single Family,230000.0,0.69,Low (<70%),NY,2019-09-13,AP-90,233000.0
LN-04482,Condo,476000.0,0.59,Low (<70%),CA,2022-12-26,AP-70,468000.0
LN-04483,Townhouse,715000.0,0.65,Low (<70%),NJ,2021-08-13,AP-53,737000.0
LN-04484,Condo,742000.0,0.85,Medium (70-85%),IL,2018-09-20,AP-80,730000.0
LN-04485,Townhouse,1062000.0,0.72,Medium (70-85%),NV,2019-04-30,AP-65,1103000.0
LN-04486,Multi-Family,519000.0,0.79,Medium (70-85%),MD,2018-05-30,AP-21,545000.0
LN-04487,Townhouse,1176000.0,0.75,Medium (70-85%),NC,2019-10-04,AP-16,1197000.0
LN-04488,Townhouse,911000.0,0.94,High (>85%),PA,2021-12-01,AP-45,884000.0
LN-04489,Condo,563000.0,0.76,Medium (70-85%),PA,2022-05-23,AP-61,567000.0
LN-04490,Multi-Family,1002000.0,0.58,Low (<70%),NY,2019-05-26,AP-89,1039000.0
LN-04491,Condo,614000.0,0.57,Low (<70%),PA,2021-04-26,AP-45,642000.0
LN-04492,Townhouse,1045000.0,0.58,Low (<70%),NC,2023-10-07,AP-33,1082000.0
LN-04493,Townhouse,247000.0,0.77,Medium (70-85%),OH,2021-12-20,AP-83,255000.0
LN-04494,Townhouse,894000.0,0.96,High (>85%),FL,2021-07-26,AP-54,935000.0
LN-04495,Single Family,113000.0,0.91,High (>85%),PA,2021-04-29,AP-49,111000.0
LN-04496,Single Family,731000.0,0.88,High (>85%),MA,2022-11-03,AP-16,741000.0
LN-04497,Townhouse,456000.0,0.82,Medium (70-85%),PA,2023-03-17,AP-78,478000.0
LN-04498,Multi-Family,375000.0,0.81,Medium (70-85%),NC,2020-07-22,AP-96,379000.0
LN-04499,Condo,158000.0,0.55,Low (<70%),MI,2023-07-10,AP-88,162000.0
LN-04500,Multi-Family,1421000.0,0.61,Low (<70%),AZ,2021-12-20,AP-67,1458000.0
LN-04501,Single Family,770000.0,0.94,High (>85%),MA,2024-01-27,AP-41,762000.0
LN-04502,Single Family,185000.0,0.88,High (>85%),MD,2020-10-06,AP-46,191000.0
LN-04503,Single Family,1089000.0,0.81,Medium (70-85%),CA,2022-09-25,AP-14,1129000.0
LN-04504,Condo,642000.0,0.91,High (>85%),IL,2020-04-13,AP-33,635000.0
LN-04505,Multi-Family,233000.0,0.85,Medium (70-85%),OH,2021-12-15,AP-59,235000.0
LN-04506,Single Family,298000.0,0.61,Low (<70%),NY,2018-06-12,AP-33,294000.0
LN-04507,Single Family,1547000.0,0.57,Low (<70%),MA,2021-03-18,AP-92,1616000.0
LN-04508,Condo,688000.0,0.8,Medium (70-85%),PA,2020-07-15,AP-46,700000.0
LN-04509,Condo,1038000.0,0.65,Low (<70%),OH,2021-03-22,AP-58,1078000.0
LN-04510,Condo,796000.0,0.57,Low (<70%),CA,2019-02-06,AP-17,804000.0
LN-04511,Single Family,1155000.0,0.69,Low (<70%),NY,2019-05-17,AP-16,1180000.0
LN-04512,Condo,273000.0,0.73,Medium (70-85%),MI,2018-01-21,AP-21,286000.0
LN-04513,Multi-Family,228000.0,0.72,Medium (70-85%),NV,2020-10-25,AP-40,229000.0
LN-04514,Townhouse,587000.0,0.68,Low (<70%),MA,2018-11-30,AP-44,593000.0
LN-04515,Townhouse,251000.0,0.72,Medium (70-85%),MD,2017-12-18,AP-47,255000.0
LN-04516,Townhouse,798000.0,0.59,Low (<70%),MD,2021-07-25,AP-15,802000.0
LN-04517,Multi-Family,1360000.0,0.63,Low (<70%),IL,2022-06-29,AP-32,1322000.0
LN-04518,Condo,578000.0,0.59,Low (<70%),MA,2020-05-28,AP-86,589000.0
LN-04519,Single Family,858000.0,0.59,Low (<70%),FL,2022-07-16,AP-84,841000.0
LN-04520,Single Family,102000.0,0.88,High (>85%),MD,2023-05-18,AP-37,107000.0
LN-04521,Condo,960000.0,0.62,Low (<70%),FL,2023-08-28,AP-51,948000.0
LN-04522,Multi-Family,667000.0,0.73,Medium (70-85%),NV,2021-12-01,AP-35,688000.0
LN-04523,Single Family,599000.0,0.9,High (>85%),MI,2018-08-12,AP-95,589000.0
LN-04524,Townhouse,210000.0,0.58,Low (<70%),MI,2020-05-17,AP-39,210000.0
LN-04525,Condo,1330000.0,0.67,Low (<70%),NJ,2020-12-09,AP-88,1338000.0
LN-04526,Single Family,1064000.0,0.83,Medium (70-85%),FL,2022-11-09,AP-98,1059000.0
LN-04527,Multi-Family,550000.0,0.76,Medium (70-85%),OH,2017-11-26,AP-37,549000.0
LN-04528,Multi-Family,1011000.0,0.61,Low (<70%),NC,2019-08-25,AP-18,1010000.0
LN-04529,Condo,1313000.0,0.67,Low (<70%),NJ,2020-07-28,AP-65,1296000.0
LN-04530,Multi-Family,219000.0,0.86,High (>85%),FL,2021-07-18,AP-61,217000.0
LN-04531,Townhouse,549000.0,0.81,Medium (70-85%),PA,2020-01-08,AP-68,544000.0
LN-04532,Single Family,166000.0,0.76,Medium (70-85%),PA,2017-11-15,AP-26,166000.0
LN-04533,Multi-Family,249000.0,0.88,High (>85%),AZ,2021-01-02,AP-37,256000.0
LN-04534,Single Family,652000.0,0.91,High (>85%),MA,2021-09-24,AP-46,681000.0
LN-04535,Condo,430000.0,0.83,Medium (70-85%),IL,2021-08-16,AP-29,419000.0
LN-04536,Single Family,683000.0,0.86,High (>85%),CA,2019-10-22,AP-79,715000.0
LN-04537,Multi-Family,620000.0,0.65,Low (<70%),PA,2023-07-11,AP-35,613000.0
LN-04538,Multi-Family,445000.0,0.71,Medium (70-85%),AZ,2018-04-22,AP-50,464000.0
LN-04539,Multi-Family,708000.0,0.88,High (>85%),TX,2020-10-20,AP-22,704000.0
LN-04540,Townhouse,342000.0,0.86,High (>85%),IL,2021-03-22,AP-52,349000.0
LN-04541,Townhouse,199000.0,0.84,Medium (70-85%),CA,2022-01-14,AP-57,194000.0
LN-04542,Condo,817000.0,0.66,Low (<70%),GA,2022-08-06,AP-70,813000.0
LN-04543,Single Family,866000.0,0.68,Low (<70%),NC,2018-11-01,AP-31,851000.0
LN-04544,Single Family,349000.0,0.91,High (>85%),MD,2022-10-27,AP-75,342000.0
LN-04545,Single Family,430000.0,0.6,Low (<70%),NJ,2018-09-16,AP-29,418000.0
LN-04546,Single Family,304000.0,0.56,Low (<70%),OH,2021-10-03,AP-82,305000.0
LN-04547,Multi-Family,506000.0,0.87,High (>85%),IL,2022-09-25,AP-58,520000.0
LN-04548,Townhouse,576000.0,0.63,Low (<70%),MA,2022-11-20,AP-86,602000.0
LN-04549,Townhouse,202000.0,0.6,Low (<70%),NC,2020-03-28,AP-66,206000.0
LN-04550,Single Family,956000.0,0.75,Medium (70-85%),OH,2021-12-02,AP-14,975000.0
LN-04551,Multi-Family,384000.0,0.74,Medium (70-85%),TX,2021-08-29,AP-66,385000.0
LN-04552,Single Family,432000.0,0.63,Low (<70%),PA,2019-11-20,AP-77,436000.0
LN-04553,Condo,556000.0,0.94,High (>85%),CA,2017-10-12,AP-15,560000.0
LN-04554,Townhouse,856000.0,0.72,Medium (70-85%),GA,2020-03-09,AP-43,852000.0
LN-04555,Single Family,616000.0,0.67,Low (<70%),AZ,2019-04-19,AP-83,640000.0
LN-04556,Condo,871000.0,0.93,High (>85%),NV,2022-11-12,AP-63,897000.0
LN-04557,Multi-Family,1084000.0,0.68,Low (<70%),PA,2018-02-13,AP-69,1098000.0
LN-04558,Condo,333000.0,0.85,Medium (70-85%),IL,2018-06-22,AP-14,337000.0
LN-04559,Multi-Family,901000.0,0.9,High (>85%),FL,2022-03-29,AP-13,915000.0
LN-04560,Single Family,1477000.0,0.56,Low (<70%),TX,2019-12-30,AP-65,1535000.0
LN-04561,Single Family,848000.0,0.9,High (>85%),NY,2020-08-29,AP-53,870000.0
LN-04562,Condo,430000.0,0.74,Medium (70-85%),OH,2023-05-13,AP-96,448000.0
LN-04563,Single Family,1031000.0,0.78,Medium (70-85%),CA,2020-08-31,AP-66,1025000.0
LN-04564,Multi-Family,328000.0,0.89,High (>85%),NY,2018-09-28,AP-79,331000.0
LN-04565,Townhouse,982000.0,0.57,Low (<70%),OH,2019-08-15,AP-91,981000.0
LN-04566,Condo,199000.0,0.91,High (>85%),NJ,2019-06-21,AP-17,200000.0
LN-04567,Townhouse,512000.0,0.57,Low (<70%),IL,2022-06-19,AP-61,531000.0
LN-04568,Condo,804000.0,0.78,Medium (70-85%),PA,2023-01-04,AP-74,784000.0
LN-04569,Multi-Family,504000.0,0.84,Medium (70-85%),NC,2020-06-02,AP-22,522000.0
LN-04570,Multi-Family,831000.0,0.74,Medium (70-85%),NC,2022-11-01,AP-52,830000.0
LN-04571,Multi-Family,501000.0,0.79,Medium (70-85%),NJ,2023-03-10,AP-74,509000.0
LN-04572,Condo,831000.0,0.59,Low (<70%),MI,2021-09-18,AP-69,825000.0
LN-04573,Townhouse,872000.0,0.92,High (>85%),CA,2018-08-25,AP-77,853000.0
LN-04574,Townhouse,830000.0,0.61,Low (<70%),MA,2024-02-19,AP-66,826000.0
LN-04575,Townhouse,397000.0,0.77,Medium (70-85%),TX,2022-09-04,AP-28,413000.0
LN-04576,Condo,672000.0,0.86,High (>85%),NC,2023-11-21,AP-45,678000.0
LN-04577,Condo,944000.0,0.68,Low (<70%),OH,2022-01-16,AP-78,958000.0
LN-04578,Townhouse,586000.0,0.74,Medium (70-85%),TX,2020-07-29,AP-18,613000.0
LN-04579,Multi-Family,255000.0,0.6,Low (<70%),TX,2024-03-27,AP-56,267000.0
LN-04580,Multi-Family,268000.0,0.63,Low (<70%),NJ,2023-06-19,AP-89,263000.0
LN-04581,Multi-Family,607000.0,0.85,Medium (70-85%),PA,2023-05-28,AP-85,602000.0
LN-04582,Townhouse,701000.0,0.78,Medium (70-85%),OH,2018-09-20,AP-24,691000.0
LN-04583,Single Family,617000.0,0.59,Low (<70%),TX,2023-09-19,AP-53,626000.0
LN-04584,Townhouse,414000.0,0.59,Low (<70%),NJ,2018-11-04,AP-89,419000.0
LN-04585,Single Family,1091000.0,0.76,Medium (70-85%),GA,2020-08-12,AP-19,1062000.0
LN-04586,Multi-Family,717000.0,0.77,Medium (70-85%),NC,2023-11-21,AP-43,699000.0
LN-04587,Townhouse,951000.0,0.88,High (>85%),IL,2022-02-22,AP-34,988000.0
LN-04588,Townhouse,941000.0,0.95,High (>85%),GA,2022-09-03,AP-88,918000.0
LN-04589,Condo,675000.0,0.63,Low (<70%),MI,2020-01-18,AP-93,699000.0
LN-04590,Townhouse,571000.0,0.66,Low (<70%),CA,2023-01-15,AP-67,586000.0
LN-04591,Townhouse,190000.0,0.63,Low (<70%),NC,2017-11-24,AP-84,194000.0
LN-04592,Townhouse,136000.0,0.94,High (>85%),NC,2021-05-30,AP-63,133000.0
LN-04593,Condo,1136000.0,0.76,Medium (70-85%),NV,2018-12-14,AP-21,1110000.0
LN-04594,Single Family,670000.0,0.82,Medium (70-85%),NV,2021-11-06,AP-91,666000.0
LN-04595,Condo,1068000.0,0.63,Low (<70%),PA,2019-11-02,AP-13,1079000.0
LN-04596,Townhouse,410000.0,0.63,Low (<70%),MA,2020-03-23,AP-77,424000.0
LN-04597,Single Family,427000.0,0.55,Low (<70%),OH,2019-05-10,AP-98,415000.0
LN-04598,Townhouse,1047000.0,0.58,Low (<70%),MI,2023-09-06,AP-93,1036000.0
LN-04599,Single Family,148000.0,0.88,High (>85%),NJ,2023-11-06,AP-32,153000.0
LN-04600,Condo,112000.0,0.82,Medium (70-85%),MA,2020-03-14,AP-35,112000.0
LN-04601,Condo,981000.0,0.57,Low (<70%),MA,2024-04-03,AP-31,959000.0
LN-04602,Townhouse,119000.0,0.7,Low (<70%),CA,2020-02-05,AP-95,119000.0
LN-04603,Condo,926000.0,0.58,Low (<70%),CA,2021-08-01,AP-22,964000.0
LN-04604,Multi-Family,723000.0,0.84,Medium (70-85%),NJ,2021-10-08,AP-70,748000.0
LN-04605,Townhouse,467000.0,0.95,High (>85%),AZ,2020-06-03,AP-15,479000.0
LN-04606,Townhouse,1132000.0,0.75,Medium (70-85%),FL,2022-02-26,AP-45,1170000.0
LN-04607,Condo,865000.0,0.85,Medium (70-85%),CA,2019-03-10,AP-36,854000.0
LN-04608,Single Family,1525000.0,0.57,Low (<70%),AZ,2018-11-11,AP-56,1487000.0
LN-04609,Townhouse,601000.0,0.91,High (>85%),NC,2023-03-21,AP-23,624000.0
LN-04610,Multi-Family,1356000.0,0.55,Low (<70%),AZ,2020-03-10,AP-52,1350000.0
LN-04611,Multi-Family,975000.0,0.59,Low (<70%),AZ,2022-11-13,AP-70,950000.0
LN-04612,Condo,313000.0,0.89,High (>85%),FL,2021-11-27,AP-93,320000.0
LN-04613,Condo,807000.0,0.85,Medium (70-85%),MI,2020-01-06,AP-88,806000.0
LN-04614,Townhouse,840000.0,0.8,Medium (70-85%),NY,2018-11-12,AP-59,866000.0
LN-04615,Condo,427000.0,0.67,Low (<70%),MD,2020-11-22,AP-38,445000.0
LN-04616,Multi-Family,571000.0,0.95,High (>85%),NJ,2018-10-31,AP-30,557000.0
LN-04617,Condo,648000.0,0.71,Medium (70-85%),GA,2022-09-24,AP-67,634000.0
LN-04618,Townhouse,168000.0,0.71,Medium (70-85%),FL,2022-10-24,AP-83,174000.0
LN-04619,Multi-Family,754000.0,0.76,Medium (70-85%),FL,2023-11-16,AP-37,788000.0
LN-04620,Single Family,121000.0,0.96,High (>85%),PA,2022-08-16,AP-37,119000.0
LN-04621,Condo,492000.0,0.87,High (>85%),NV,2022-10-12,AP-89,485000.0
LN-04622,Condo,224000.0,0.8,Medium (70-85%),MI,2021-04-26,AP-11,231000.0
LN-04623,Townhouse,644000.0,0.66,Low (<70%),FL,2019-11-10,AP-57,644000.0
LN-04624,Townhouse,633000.0,0.81,Medium (70-85%),OH,2018-08-12,AP-17,622000.0
LN-04625,Multi-Family,608000.0,0.76,Medium (70-85%),TX,2021-05-29,AP-74,634000.0
LN-04626,Townhouse,798000.0,0.91,High (>85%),PA,2023-06-30,AP-23,835000.0
LN-04627,Multi-Family,830000.0,0.67,Low (<70%),PA,2022-05-20,AP-20,854000.0
LN-04628,Single Family,545000.0,0.62,Low (<70%),NJ,2022-04-17,AP-13,563000.0
LN-04629,Townhouse,860000.0,0.63,Low (<70%),NY,2019-03-11,AP-87,847000.0
LN-04630,Condo,618000.0,0.91,High (>85%),NY,2020-02-10,AP-19,643000.0
LN-04631,Single Family,156000.0,0.75,Medium (70-85%),FL,2019-06-21,AP-32,158000.0
LN-04632,Townhouse,1358000.0,0.57,Low (<70%),NV,2018-09-05,AP-99,1367000.0
LN-04633,Condo,334000.0,0.59,Low (<70%),NC,2020-02-25,AP-26,337000.0
LN-04634,Single Family,322000.0,0.67,Low (<70%),CA,2018-03-25,AP-49,316000.0
LN-04635,Single Family,726000.0,0.74,Medium (70-85%),NV,2022-09-23,AP-42,750000.0
LN-04636,Single Family,825000.0,0.64,Low (<70%),CA,2020-03-10,AP-27,846000.0
LN-04637,Multi-Family,893000.0,0.72,Medium (70-85%),OH,2022-10-02,AP-61,918000.0
LN-04638,Townhouse,437000.0,0.92,High (>85%),GA,2024-02-06,AP-21,452000.0
LN-04639,Multi-Family,345000.0,0.73,Medium (70-85%),PA,2019-08-31,AP-84,346000.0
LN-04640,Multi-Family,602000.0,0.59,Low (<70%),IL,2022-08-01,AP-60,590000.0
LN-04641,Single Family,706000.0,0.77,Medium (70-85%),IL,2020-03-23,AP-22,739000.0
LN-04642,Condo,339000.0,0.62,Low (<70%),GA,2021-03-14,AP-56,339000.0
LN-04643,Single Family,632000.0,0.74,Medium (70-85%),AZ,2020-10-22,AP-87,653000.0
LN-04644,Single Family,367000.0,0.78,Medium (70-85%),FL,2022-09-01,AP-36,362000.0
LN-04645,Townhouse,1234000.0,0.7,Low (<70%),GA,2022-03-30,AP-74,1266000.0
LN-04646,Condo,734000.0,0.67,Low (<70%),TX,2023-08-20,AP-54,748000.0
LN-04647,Townhouse,452000.0,0.63,Low (<70%),GA,2020-09-17,AP-80,456000.0
LN-04648,Multi-Family,551000.0,0.92,High (>85%),CA,2021-07-17,AP-69,561000.0
LN-04649,Townhouse,1036000.0,0.75,Medium (70-85%),FL,2020-06-19,AP-50,1044000.0
LN-04650,Townhouse,877000.0,0.6,Low (<70%),AZ,2024-04-23,AP-35,869000.0
LN-04651,Condo,1057000.0,0.7,Low (<70%),PA,2020-02-01,AP-20,1108000.0
LN-04652,Condo,1036000.0,0.56,Low (<70%),MA,2018-12-04,AP-20,1007000.0
LN-04653,Multi-Family,269000.0,0.95,High (>85%),MD,2021-11-28,AP-24,269000.0
LN-04654,Multi-Family,249000.0,0.65,Low (<70%),NJ,2018-09-23,AP-52,244000.0
LN-04655,Condo,1019000.0,0.63,Low (<70%),MI,2021-02-18,AP-33,1054000.0
LN-04656,Townhouse,262000.0,0.88,High (>85%),IL,2022-07-31,AP-30,265000.0
LN-04657,Multi-Family,589000.0,0.62,Low (<70%),FL,2020-08-05,AP-64,572000.0
LN-04658,Multi-Family,800000.0,0.69,Low (<70%),FL,2017-12-05,AP-56,776000.0
LN-04659,Multi-Family,740000.0,0.94,High (>85%),MD,2023-01-27,AP-47,728000.0
LN-04660,Condo,301000.0,0.74,Medium (70-85%),AZ,2021-04-03,AP-41,310000.0
LN-04661,Multi-Family,527000.0,0.9,High (>85%),OH,2018-08-05,AP-29,543000.0
LN-04662,Single Family,309000.0,0.56,Low (<70%),NY,2018-06-01,AP-41,303000.0
LN-04663,Single Family,783000.0,0.66,Low (<70%),PA,2018-04-09,AP-54,773000.0
LN-04664,Single Family,1102000.0,0.81,Medium (70-85%),NJ,2017-12-27,AP-86,1098000.0
LN-04665,Condo,315000.0,0.72,Medium (70-85%),MI,2019-03-07,AP-78,313000.0
LN-04666,Single Family,1134000.0,0.7,Low (<70%),NC,2020-10-11,AP-50,1128000.0
LN-04667,Condo,464000.0,0.97,High (>85%),OH,2019-06-20,AP-55,453000.0
LN-04668,Single Family,218000.0,0.74,Medium (70-85%),IL,2021-10-19,AP-55,227000.0
LN-04669,Townhouse,432000.0,0.92,High (>85%),IL,2018-12-28,AP-81,435000.0
LN-04670,Condo,206000.0,0.84,Medium (70-85%),CA,2023-01-16,AP-95,213000.0
LN-04671,Condo,108000.0,0.8,Medium (70-85%),MA,2021-07-13,AP-76,112000.0
LN-04672,Condo,523000.0,0.83,Medium (70-85%),NC,2017-12-28,AP-55,508000.0
LN-04673,Single Family,850000.0,0.56,Low (<70%),IL,2021-09-16,AP-62,839000.0
LN-04674,Multi-Family,288000.0,0.84,Medium (70-85%),NJ,2021-01-21,AP-93,298000.0
LN-04675,Townhouse,453000.0,0.76,Medium (70-85%),TX,2023-09-26,AP-30,470000.0
LN-04676,Single Family,1153000.0,0.73,Medium (70-85%),NJ,2020-06-12,AP-12,1144000.0
LN-04677,Condo,209000.0,0.58,Low (<70%),PA,2020-05-05,AP-87,205000.0
LN-04678,Multi-Family,1227000.0,0.62,Low (<70%),MD,2023-07-07,AP-51,1209000.0
LN-04679,Single Family,1012000.0,0.81,Medium (70-85%),NV,2022-12-23,AP-54,982000.0
LN-04680,Townhouse,953000.0,0.57,Low (<70%),OH,2023-12-04,AP-98,980000.0
LN-04681,Condo,980000.0,0.71,Medium (70-85%),NY,2020-01-26,AP-42,965000.0
LN-04682,Multi-Family,226000.0,0.62,Low (<70%),NC,2018-04-09,AP-68,223000.0
LN-04683,Multi-Family,196000.0,0.68,Low (<70%),PA,2020-11-29,AP-87,204000.0
LN-04684,Condo,751000.0,0.61,Low (<70%),FL,2020-12-13,AP-76,767000.0
LN-04685,Single Family,940000.0,0.57,Low (<70%),NJ,2018-11-15,AP-93,963000.0
LN-04686,Multi-Family,851000.0,0.73,Medium (70-85%),MD,2021-03-25,AP-40,882000.0
LN-04687,Multi-Family,685000.0,0.74,Medium (70-85%),AZ,2019-04-19,AP-35,671000.0
LN-04688,Multi-Family,817000.0,0.6,Low (<70%),PA,2023-02-16,AP-62,838000.0
LN-04689,Townhouse,584000.0,0.93,High (>85%),AZ,2018-12-22,AP-12,573000.0
LN-04690,Multi-Family,552000.0,0.6,Low (<70%),FL,2023-03-29,AP-69,556000.0
LN-04691,Multi-Family,216000.0,0.95,High (>85%),GA,2017-11-25,AP-13,212000.0
LN-04692,Condo,1351000.0,0.59,Low (<70%),NV,2019-06-01,AP-33,1378000.0
LN-04693,Condo,1002000.0,0.83,Medium (70-85%),NC,2019-12-13,AP-41,999000.0
LN-04694,Multi-Family,631000.0,0.78,Medium (70-85%),CA,2022-11-27,AP-16,656000.0
