LoanID,BranchID,LoanType,LoanPurpose,EmploymentType,OriginationDate,MaturityDate,OriginationYear,OriginationQtr,LoanAmount,InterestRate,TermYears,LoanOfficerID
LN-03476,BR011,Fixed 15-Year,Refinance,Retired,2023-11-30,2038-11-30,2023,Q4-2023,144000.0,4.41,15,LO-753
LN-03477,BR006,Fixed 15-Year,Cash-Out Refinance,Salaried,2021-11-08,2036-11-08,2021,Q4-2021,481000.0,6.56,15,LO-928
LN-03478,BR019,Fixed 15-Year,Cash-Out Refinance,Contract,2018-11-08,2033-11-08,2018,Q4-2018,659000.0,6.98,15,LO-438
LN-03479,BR012,ARM 5/1,Purchase,Retired,2019-03-30,2034-03-30,2019,Q1-2019,768000.0,8.6,15,LO-876
LN-03480,BR020,Fixed 30-Year,Refinance,Retired,2019-02-02,2049-02-02,2019,Q1-2019,521000.0,8.43,30,LO-645
LN-03481,BR019,Fixed 30-Year,Home Equity,Salaried,2018-08-16,2048-08-16,2018,Q3-2018,811000.0,7.46,30,LO-938
LN-03482,BR009,ARM 5/1,Purchase,Self-Employed,2019-12-10,2034-12-10,2019,Q4-2019,235000.0,3.95,15,LO-205
LN-03483,BR020,ARM 5/1,Home Equity,Salaried,2020-09-18,2035-09-18,2020,Q3-2020,551000.0,7.35,15,LO-960
LN-03484,BR019,Fixed 15-Year,Purchase,Self-Employed,2021-07-11,2036-07-11,2021,Q3-2021,163000.0,3.6,15,LO-402
LN-03485,BR003,ARM 7/1,Purchase,Retired,2020-03-16,2035-03-16,2020,Q1-2020,322000.0,5.46,15,LO-756
LN-03486,BR012,Fixed 30-Year,Purchase,Self-Employed,2021-08-06,2051-08-06,2021,Q3-2021,776000.0,8.49,30,LO-160
LN-03487,BR010,Fixed 30-Year,Cash-Out Refinance,Contract,2019-02-13,2049-02-13,2019,Q1-2019,449000.0,6.18,30,LO-469
LN-03488,BR020,Fixed 15-Year,Purchase,Contract,2023-02-14,2038-02-14,2023,Q1-2023,624000.0,4.97,15,LO-343
LN-03489,BR010,Fixed 30-Year,Refinance,Self-Employed,2024-04-06,2054-04-06,2024,Q2-2024,807000.0,3.91,30,LO-711
LN-03490,BR019,Fixed 30-Year,Purchase,Salaried,2020-12-29,2050-12-29,2020,Q4-2020,413000.0,6.63,30,LO-526
LN-03491,BR010,Fixed 15-Year,Purchase,Salaried,2019-02-26,2034-02-26,2019,Q1-2019,847000.0,8.3,15,LO-811
LN-03492,BR013,ARM 7/1,Purchase,Self-Employed,2018-03-12,2033-03-12,2018,Q1-2018,392000.0,6.64,15,LO-263
LN-03493,BR009,Fixed 30-Year,Purchase,Self-Employed,2019-08-03,2049-08-03,2019,Q3-2019,687000.0,5.47,30,LO-255
LN-03494,BR003,Fixed 15-Year,Purchase,Contract,2022-07-06,2037-07-06,2022,Q3-2022,489000.0,8.35,15,LO-955
LN-03495,BR020,Fixed 15-Year,Purchase,Retired,2023-12-08,2038-12-08,2023,Q4-2023,393000.0,4.05,15,LO-608
LN-03496,BR019,ARM 5/1,Purchase,Self-Employed,2018-02-15,2033-02-15,2018,Q1-2018,661000.0,7.35,15,LO-242
LN-03497,BR012,Fixed 30-Year,Purchase,Self-Employed,2023-02-11,2053-02-11,2023,Q1-2023,703000.0,6.28,30,LO-261
LN-03498,BR005,Fixed 30-Year,Refinance,Contract,2020-12-30,2050-12-30,2020,Q4-2020,867000.0,6.89,30,LO-852
LN-03499,BR005,Fixed 30-Year,Purchase,Retired,2019-05-16,2049-05-16,2019,Q2-2019,237000.0,5.8,30,LO-190
LN-03500,BR010,Fixed 30-Year,Refinance,Salaried,2021-09-18,2051-09-18,2021,Q3-2021,819000.0,7.71,30,LO-823
LN-03501,BR005,ARM 7/1,Purchase,Salaried,2022-04-06,2037-04-06,2022,Q2-2022,857000.0,5.45,15,LO-277
LN-03502,BR006,Fixed 30-Year,Cash-Out Refinance,Retired,2021-05-15,2051-05-15,2021,Q2-2021,423000.0,5.22,30,LO-561
LN-03503,BR013,Fixed 15-Year,Purchase,Salaried,2018-04-06,2033-04-06,2018,Q2-2018,578000.0,5.13,15,LO-749
LN-03504,BR017,ARM 7/1,Home Equity,Retired,2022-05-26,2037-05-26,2022,Q2-2022,559000.0,5.07,15,LO-309
LN-03505,BR002,Fixed 30-Year,Purchase,Self-Employed,2021-12-22,2051-12-22,2021,Q4-2021,399000.0,6.7,30,LO-325
LN-03506,BR017,Fixed 15-Year,Refinance,Contract,2022-12-19,2037-12-19,2022,Q4-2022,515000.0,8.35,15,LO-455
LN-03507,BR014,Fixed 15-Year,Purchase,Contract,2020-08-31,2035-08-31,2020,Q3-2020,827000.0,6.62,15,LO-774
LN-03508,BR002,Fixed 30-Year,Cash-Out Refinance,Salaried,2018-04-05,2048-04-05,2018,Q2-2018,185000.0,8.35,30,LO-918
LN-03509,BR007,Fixed 15-Year,Refinance,Contract,2021-02-08,2036-02-08,2021,Q1-2021,87000.0,4.79,15,LO-181
LN-03510,BR019,Fixed 15-Year,Purchase,Retired,2021-09-10,2036-09-10,2021,Q3-2021,256000.0,3.34,15,LO-977
LN-03511,BR017,Fixed 15-Year,Refinance,Retired,2020-10-04,2035-10-04,2020,Q4-2020,892000.0,5.02,15,LO-415
LN-03512,BR003,Fixed 15-Year,Refinance,Retired,2024-04-26,2039-04-26,2024,Q2-2024,698000.0,4.68,15,LO-338
LN-03513,BR010,Fixed 30-Year,Home Equity,Contract,2019-01-16,2049-01-16,2019,Q1-2019,540000.0,6.49,30,LO-585
LN-03514,BR007,Fixed 15-Year,Purchase,Contract,2020-06-24,2035-06-24,2020,Q2-2020,752000.0,5.07,15,LO-605
LN-03515,BR001,ARM 5/1,Purchase,Contract,2023-10-19,2038-10-19,2023,Q4-2023,290000.0,6.06,15,LO-954
LN-03516,BR011,Fixed 30-Year,Purchase,Self-Employed,2019-11-15,2049-11-15,2019,Q4-2019,622000.0,6.51,30,LO-993
LN-03517,BR006,Fixed 15-Year,Refinance,Salaried,2018-01-07,2033-01-07,2018,Q1-2018,215000.0,6.2,15,LO-639
LN-03518,BR007,Fixed 30-Year,Purchase,Contract,2023-09-20,2053-09-20,2023,Q3-2023,386000.0,3.48,30,LO-648
LN-03519,BR010,Fixed 15-Year,Refinance,Salaried,2022-08-05,2037-08-05,2022,Q3-2022,762000.0,5.92,15,LO-725
LN-03520,BR013,Fixed 30-Year,Refinance,Retired,2021-01-06,2051-01-06,2021,Q1-2021,737000.0,4.45,30,LO-950
LN-03521,BR019,Fixed 30-Year,Purchase,Contract,2020-04-01,2050-04-01,2020,Q2-2020,200000.0,4.52,30,LO-430
LN-03522,BR012,Fixed 15-Year,Home Equity,Contract,2019-10-12,2034-10-12,2019,Q4-2019,661000.0,6.55,15,LO-381
LN-03523,BR018,Fixed 15-Year,Refinance,Retired,2018-09-21,2033-09-21,2018,Q3-2018,872000.0,3.73,15,LO-639
LN-03524,BR013,Fixed 15-Year,Purchase,Salaried,2022-12-23,2037-12-23,2022,Q4-2022,886000.0,4.11,15,LO-959
LN-03525,BR004,ARM 5/1,Purchase,Contract,2021-10-02,2036-10-02,2021,Q4-2021,587000.0,5.58,15,LO-464
LN-03526,BR011,Fixed 30-Year,Cash-Out Refinance,Contract,2021-06-26,2051-06-26,2021,Q2-2021,374000.0,6.78,30,LO-551
LN-03527,BR017,Fixed 15-Year,Refinance,Self-Employed,2018-07-24,2033-07-24,2018,Q3-2018,275000.0,7.22,15,LO-459
LN-03528,BR017,ARM 5/1,Cash-Out Refinance,Salaried,2020-02-25,2035-02-25,2020,Q1-2020,130000.0,3.86,15,LO-876
LN-03529,BR011,Fixed 15-Year,Purchase,Retired,2021-02-24,2036-02-24,2021,Q1-2021,615000.0,4.1,15,LO-877
LN-03530,BR018,ARM 5/1,Purchase,Contract,2019-11-17,2034-11-17,2019,Q4-2019,256000.0,7.5,15,LO-666
LN-03531,BR002,Fixed 15-Year,Home Equity,Salaried,2018-07-21,2033-07-21,2018,Q3-2018,506000.0,4.65,15,LO-381
LN-03532,BR001,ARM 5/1,Purchase,Retired,2018-01-21,2033-01-21,2018,Q1-2018,241000.0,4.9,15,LO-991
LN-03533,BR008,Fixed 30-Year,Purchase,Contract,2023-11-29,2053-11-29,2023,Q4-2023,278000.0,7.62,30,LO-206
LN-03534,BR012,Fixed 30-Year,Purchase,Self-Employed,2021-11-14,2051-11-14,2021,Q4-2021,304000.0,8.09,30,LO-502
LN-03535,BR002,Fixed 15-Year,Refinance,Self-Employed,2022-07-09,2037-07-09,2022,Q3-2022,439000.0,7.96,15,LO-607
LN-03536,BR005,Fixed 30-Year,Refinance,Salaried,2021-05-09,2051-05-09,2021,Q2-2021,353000.0,4.38,30,LO-209
LN-03537,BR020,Fixed 15-Year,Purchase,Self-Employed,2021-11-30,2036-11-30,2021,Q4-2021,663000.0,7.77,15,LO-922
LN-03538,BR017,Fixed 30-Year,Home Equity,Self-Employed,2022-01-03,2052-01-03,2022,Q1-2022,115000.0,8.65,30,LO-670
LN-03539,BR008,ARM 5/1,Purchase,Salaried,2021-08-03,2036-08-03,2021,Q3-2021,632000.0,5.75,15,LO-262
LN-03540,BR013,Fixed 30-Year,Purchase,Retired,2022-02-27,2052-02-27,2022,Q1-2022,293000.0,8.43,30,LO-395
LN-03541,BR013,Fixed 30-Year,Cash-Out Refinance,Retired,2018-04-02,2048-04-02,2018,Q2-2018,540000.0,7.52,30,LO-184
LN-03542,BR019,Fixed 15-Year,Purchase,Retired,2018-09-22,2033-09-22,2018,Q3-2018,849000.0,6.59,15,LO-479
LN-03543,BR003,Fixed 30-Year,Refinance,Self-Employed,2019-01-29,2049-01-29,2019,Q1-2019,636000.0,4.78,30,LO-447
LN-03544,BR007,Fixed 15-Year,Purchase,Self-Employed,2024-01-27,2039-01-27,2024,Q1-2024,432000.0,4.77,15,LO-629
LN-03545,BR011,Fixed 15-Year,Purchase,Retired,2022-11-15,2037-11-15,2022,Q4-2022,470000.0,5.67,15,LO-696
LN-03546,BR002,Fixed 30-Year,Refinance,Self-Employed,2020-12-14,2050-12-14,2020,Q4-2020,377000.0,4.92,30,LO-753
LN-03547,BR010,Fixed 30-Year,Purchase,Contract,2023-07-11,2053-07-11,2023,Q3-2023,708000.0,6.2,30,LO-919
LN-03548,BR019,Fixed 30-Year,Refinance,Salaried,2020-12-24,2050-12-24,2020,Q4-2020,196000.0,3.26,30,LO-598
LN-03549,BR013,ARM 7/1,Purchase,Retired,2019-04-07,2034-04-07,2019,Q2-2019,649000.0,4.89,15,LO-707
LN-03550,BR015,Fixed 30-Year,Purchase,Retired,2019-03-26,2049-03-26,2019,Q1-2019,895000.0,6.9,30,LO-758
LN-03551,BR009,Fixed 30-Year,Purchase,Salaried,2020-12-12,2050-12-12,2020,Q4-2020,784000.0,7.47,30,LO-938
LN-03552,BR009,Fixed 15-Year,Purchase,Retired,2022-02-05,2037-02-05,2022,Q1-2022,477000.0,4.2,15,LO-510
LN-03553,BR009,Fixed 30-Year,Purchase,Contract,2023-06-22,2053-06-22,2023,Q2-2023,361000.0,6.81,30,LO-646
LN-03554,BR011,ARM 5/1,Purchase,Self-Employed,2021-07-10,2036-07-10,2021,Q3-2021,387000.0,4.43,15,LO-649
LN-03555,BR012,ARM 7/1,Purchase,Retired,2021-11-10,2036-11-10,2021,Q4-2021,367000.0,3.35,15,LO-952
LN-03556,BR016,Fixed 30-Year,Purchase,Retired,2022-07-07,2052-07-07,2022,Q3-2022,491000.0,6.84,30,LO-743
LN-03557,BR004,ARM 5/1,Purchase,Retired,2021-05-21,2036-05-21,2021,Q2-2021,417000.0,4.56,15,LO-118
LN-03558,BR015,Fixed 30-Year,Refinance,Salaried,2022-12-27,2052-12-27,2022,Q4-2022,408000.0,6.51,30,LO-360
LN-03559,BR016,Fixed 15-Year,Home Equity,Salaried,2020-10-02,2035-10-02,2020,Q4-2020,481000.0,7.7,15,LO-669
LN-03560,BR012,Fixed 15-Year,Refinance,Contract,2023-10-24,2038-10-24,2023,Q4-2023,549000.0,8.72,15,LO-390
LN-03561,BR012,Fixed 15-Year,Purchase,Contract,2018-04-15,2033-04-15,2018,Q2-2018,410000.0,3.92,15,LO-203
LN-03562,BR001,Fixed 30-Year,Refinance,Contract,2018-06-11,2048-06-11,2018,Q2-2018,365000.0,6.98,30,LO-867
LN-03563,BR002,ARM 7/1,Refinance,Contract,2021-01-09,2036-01-09,2021,Q1-2021,457000.0,7.6,15,LO-656
LN-03564,BR014,Fixed 15-Year,Refinance,Contract,2021-07-09,2036-07-09,2021,Q3-2021,226000.0,6.16,15,LO-820
LN-03565,BR005,Fixed 30-Year,Refinance,Contract,2020-08-26,2050-08-26,2020,Q3-2020,734000.0,6.43,30,LO-555
LN-03566,BR013,Fixed 15-Year,Purchase,Self-Employed,2022-10-21,2037-10-21,2022,Q4-2022,369000.0,4.34,15,LO-476
LN-03567,BR012,Fixed 15-Year,Purchase,Self-Employed,2018-08-25,2033-08-25,2018,Q3-2018,567000.0,3.5,15,LO-646
LN-03568,BR018,Fixed 30-Year,Cash-Out Refinance,Salaried,2020-08-02,2050-08-02,2020,Q3-2020,719000.0,8.57,30,LO-871
LN-03569,BR007,Fixed 15-Year,Cash-Out Refinance,Retired,2023-04-02,2038-04-02,2023,Q2-2023,141000.0,4.29,15,LO-268
LN-03570,BR016,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2022-07-18,2037-07-18,2022,Q3-2022,880000.0,4.5,15,LO-421
LN-03571,BR016,Fixed 15-Year,Home Equity,Retired,2018-09-14,2033-09-14,2018,Q3-2018,676000.0,5.53,15,LO-632
LN-03572,BR001,Fixed 30-Year,Refinance,Contract,2018-02-15,2048-02-15,2018,Q1-2018,709000.0,8.6,30,LO-789
LN-03573,BR008,ARM 5/1,Refinance,Self-Employed,2022-02-03,2037-02-03,2022,Q1-2022,715000.0,5.65,15,LO-499
LN-03574,BR001,Fixed 15-Year,Purchase,Contract,2022-08-28,2037-08-28,2022,Q3-2022,879000.0,5.13,15,LO-929
LN-03575,BR019,ARM 7/1,Cash-Out Refinance,Contract,2019-08-03,2034-08-03,2019,Q3-2019,660000.0,7.65,15,LO-539
LN-03576,BR019,Fixed 30-Year,Refinance,Self-Employed,2020-03-14,2050-03-14,2020,Q1-2020,744000.0,6.95,30,LO-177
LN-03577,BR009,Fixed 15-Year,Purchase,Salaried,2022-03-27,2037-03-27,2022,Q1-2022,216000.0,8.02,15,LO-699
LN-03578,BR016,ARM 5/1,Cash-Out Refinance,Retired,2019-08-25,2034-08-25,2019,Q3-2019,528000.0,7.68,15,LO-503
LN-03579,BR011,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2022-03-27,2052-03-27,2022,Q1-2022,297000.0,6.71,30,LO-285
LN-03580,BR012,Fixed 15-Year,Purchase,Salaried,2018-11-09,2033-11-09,2018,Q4-2018,340000.0,4.83,15,LO-916
LN-03581,BR018,Fixed 15-Year,Purchase,Contract,2018-12-16,2033-12-16,2018,Q4-2018,707000.0,7.08,15,LO-292
LN-03582,BR017,ARM 7/1,Refinance,Salaried,2020-04-24,2035-04-24,2020,Q2-2020,643000.0,4.04,15,LO-806
LN-03583,BR019,Fixed 30-Year,Purchase,Salaried,2023-10-03,2053-10-03,2023,Q4-2023,767000.0,7.22,30,LO-649
LN-03584,BR009,ARM 5/1,Purchase,Salaried,2019-07-06,2034-07-06,2019,Q3-2019,850000.0,4.68,15,LO-367
LN-03585,BR017,Fixed 30-Year,Cash-Out Refinance,Salaried,2018-09-02,2048-09-02,2018,Q3-2018,279000.0,4.72,30,LO-289
LN-03586,BR015,Fixed 30-Year,Purchase,Contract,2020-03-12,2050-03-12,2020,Q1-2020,250000.0,5.39,30,LO-999
LN-03587,BR013,ARM 7/1,Purchase,Contract,2024-06-05,2039-06-05,2024,Q2-2024,464000.0,5.91,15,LO-777
LN-03588,BR016,Fixed 30-Year,Purchase,Retired,2023-03-20,2053-03-20,2023,Q1-2023,876000.0,4.55,30,LO-102
LN-03589,BR016,Fixed 30-Year,Purchase,Salaried,2022-09-01,2052-09-01,2022,Q3-2022,476000.0,7.86,30,LO-610
LN-03590,BR005,Fixed 30-Year,Refinance,Retired,2022-06-05,2052-06-05,2022,Q2-2022,527000.0,7.9,30,LO-205
LN-03591,BR017,Fixed 30-Year,Purchase,Retired,2019-10-25,2049-10-25,2019,Q4-2019,551000.0,3.5,30,LO-770
LN-03592,BR011,ARM 5/1,Purchase,Salaried,2021-05-07,2036-05-07,2021,Q2-2021,290000.0,5.61,15,LO-510
LN-03593,BR002,Fixed 30-Year,Purchase,Retired,2018-03-25,2048-03-25,2018,Q1-2018,823000.0,7.39,30,LO-915
LN-03594,BR019,Fixed 30-Year,Refinance,Self-Employed,2023-06-16,2053-06-16,2023,Q2-2023,543000.0,7.15,30,LO-405
LN-03595,BR005,Fixed 30-Year,Refinance,Salaried,2023-01-20,2053-01-20,2023,Q1-2023,623000.0,3.88,30,LO-665
LN-03596,BR003,Fixed 15-Year,Purchase,Self-Employed,2020-02-09,2035-02-09,2020,Q1-2020,386000.0,6.41,15,LO-693
LN-03597,BR013,Fixed 30-Year,Home Equity,Self-Employed,2019-04-28,2049-04-28,2019,Q2-2019,89000.0,4.77,30,LO-168
LN-03598,BR020,Fixed 30-Year,Home Equity,Contract,2021-10-28,2051-10-28,2021,Q4-2021,819000.0,7.26,30,LO-914
LN-03599,BR001,Fixed 30-Year,Refinance,Contract,2018-04-13,2048-04-13,2018,Q2-2018,173000.0,6.39,30,LO-475
LN-03600,BR009,Fixed 15-Year,Purchase,Retired,2020-08-07,2035-08-07,2020,Q3-2020,196000.0,7.89,15,LO-658
LN-03601,BR008,ARM 5/1,Purchase,Retired,2018-12-05,2033-12-05,2018,Q4-2018,759000.0,4.31,15,LO-559
LN-03602,BR008,ARM 5/1,Purchase,Retired,2021-06-29,2036-06-29,2021,Q2-2021,348000.0,3.71,15,LO-486
LN-03603,BR019,Fixed 30-Year,Cash-Out Refinance,Salaried,2018-04-17,2048-04-17,2018,Q2-2018,646000.0,5.15,30,LO-411
LN-03604,BR002,ARM 7/1,Purchase,Salaried,2024-02-03,2039-02-03,2024,Q1-2024,707000.0,4.08,15,LO-685
LN-03605,BR011,Fixed 30-Year,Refinance,Salaried,2023-05-30,2053-05-30,2023,Q2-2023,860000.0,6.46,30,LO-325
LN-03606,BR011,ARM 5/1,Home Equity,Salaried,2023-07-12,2038-07-12,2023,Q3-2023,787000.0,5.75,15,LO-977
LN-03607,BR016,Fixed 15-Year,Purchase,Salaried,2023-08-12,2038-08-12,2023,Q3-2023,238000.0,5.15,15,LO-686
LN-03608,BR010,Fixed 30-Year,Purchase,Salaried,2022-04-14,2052-04-14,2022,Q2-2022,288000.0,8.38,30,LO-501
LN-03609,BR009,Fixed 15-Year,Refinance,Self-Employed,2024-03-24,2039-03-24,2024,Q1-2024,270000.0,6.74,15,LO-344
LN-03610,BR015,Fixed 30-Year,Refinance,Contract,2023-02-01,2053-02-01,2023,Q1-2023,292000.0,7.41,30,LO-568
LN-03611,BR015,ARM 5/1,Purchase,Retired,2022-05-08,2037-05-08,2022,Q2-2022,437000.0,3.58,15,LO-432
LN-03612,BR019,ARM 5/1,Cash-Out Refinance,Contract,2020-08-13,2035-08-13,2020,Q3-2020,453000.0,6.74,15,LO-878
LN-03613,BR008,Fixed 30-Year,Refinance,Contract,2022-09-18,2052-09-18,2022,Q3-2022,265000.0,4.7,30,LO-441
LN-03614,BR016,ARM 5/1,Refinance,Retired,2019-04-22,2034-04-22,2019,Q2-2019,297000.0,8.03,15,LO-655
LN-03615,BR009,ARM 5/1,Refinance,Self-Employed,2022-12-03,2037-12-03,2022,Q4-2022,784000.0,6.48,15,LO-963
LN-03616,BR004,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2021-10-28,2036-10-28,2021,Q4-2021,892000.0,5.38,15,LO-595
LN-03617,BR002,Fixed 30-Year,Cash-Out Refinance,Retired,2022-01-14,2052-01-14,2022,Q1-2022,719000.0,6.46,30,LO-922
LN-03618,BR016,Fixed 30-Year,Home Equity,Contract,2023-06-06,2053-06-06,2023,Q2-2023,176000.0,3.84,30,LO-501
LN-03619,BR010,ARM 5/1,Purchase,Contract,2021-12-09,2036-12-09,2021,Q4-2021,377000.0,6.95,15,LO-253
LN-03620,BR017,Fixed 15-Year,Purchase,Retired,2024-06-19,2039-06-19,2024,Q2-2024,454000.0,4.17,15,LO-374
LN-03621,BR001,ARM 5/1,Home Equity,Contract,2020-11-22,2035-11-22,2020,Q4-2020,556000.0,6.6,15,LO-641
LN-03622,BR012,Fixed 15-Year,Home Equity,Contract,2020-01-16,2035-01-16,2020,Q1-2020,89000.0,5.64,15,LO-169
LN-03623,BR007,Fixed 15-Year,Purchase,Contract,2023-05-06,2038-05-06,2023,Q2-2023,844000.0,7.55,15,LO-551
LN-03624,BR015,Fixed 30-Year,Refinance,Contract,2020-04-20,2050-04-20,2020,Q2-2020,387000.0,3.47,30,LO-247
LN-03625,BR013,Fixed 30-Year,Purchase,Salaried,2022-12-24,2052-12-24,2022,Q4-2022,464000.0,4.26,30,LO-156
LN-03626,BR015,ARM 5/1,Refinance,Self-Employed,2024-03-18,2039-03-18,2024,Q1-2024,890000.0,3.93,15,LO-291
LN-03627,BR002,Fixed 30-Year,Purchase,Self-Employed,2019-11-19,2049-11-19,2019,Q4-2019,873000.0,6.84,30,LO-337
LN-03628,BR007,Fixed 15-Year,Purchase,Self-Employed,2019-08-10,2034-08-10,2019,Q3-2019,717000.0,3.54,15,LO-358
LN-03629,BR009,Fixed 30-Year,Cash-Out Refinance,Contract,2018-04-23,2048-04-23,2018,Q2-2018,726000.0,7.73,30,LO-679
LN-03630,BR009,Fixed 15-Year,Refinance,Self-Employed,2021-11-09,2036-11-09,2021,Q4-2021,638000.0,3.26,15,LO-449
LN-03631,BR015,Fixed 15-Year,Purchase,Retired,2021-06-05,2036-06-05,2021,Q2-2021,401000.0,7.53,15,LO-348
LN-03632,BR016,Fixed 15-Year,Purchase,Retired,2020-12-21,2035-12-21,2020,Q4-2020,120000.0,7.57,15,LO-394
LN-03633,BR018,Fixed 30-Year,Home Equity,Salaried,2019-04-22,2049-04-22,2019,Q2-2019,857000.0,4.6,30,LO-362
LN-03634,BR006,Fixed 30-Year,Cash-Out Refinance,Retired,2023-12-09,2053-12-09,2023,Q4-2023,870000.0,8.22,30,LO-353
LN-03635,BR015,Fixed 30-Year,Purchase,Salaried,2022-02-04,2052-02-04,2022,Q1-2022,895000.0,8.59,30,LO-591
LN-03636,BR018,ARM 5/1,Purchase,Salaried,2023-01-04,2038-01-04,2023,Q1-2023,860000.0,6.28,15,LO-795
LN-03637,BR006,Fixed 30-Year,Purchase,Salaried,2019-11-23,2049-11-23,2019,Q4-2019,672000.0,8.48,30,LO-592
LN-03638,BR002,ARM 7/1,Refinance,Contract,2021-08-28,2036-08-28,2021,Q3-2021,156000.0,8.58,15,LO-313
LN-03639,BR019,ARM 5/1,Refinance,Contract,2023-04-18,2038-04-18,2023,Q2-2023,623000.0,6.22,15,LO-263
LN-03640,BR017,Fixed 30-Year,Cash-Out Refinance,Retired,2020-10-27,2050-10-27,2020,Q4-2020,758000.0,7.1,30,LO-681
LN-03641,BR012,ARM 5/1,Cash-Out Refinance,Contract,2023-04-26,2038-04-26,2023,Q2-2023,222000.0,7.75,15,LO-417
LN-03642,BR010,Fixed 30-Year,Purchase,Salaried,2020-01-19,2050-01-19,2020,Q1-2020,87000.0,4.32,30,LO-582
LN-03643,BR001,Fixed 30-Year,Purchase,Retired,2023-11-29,2053-11-29,2023,Q4-2023,144000.0,3.48,30,LO-801
LN-03644,BR003,Fixed 30-Year,Purchase,Contract,2018-01-15,2048-01-15,2018,Q1-2018,97000.0,7.0,30,LO-469
LN-03645,BR010,Fixed 30-Year,Purchase,Self-Employed,2023-12-11,2053-12-11,2023,Q4-2023,303000.0,5.44,30,LO-774
LN-03646,BR003,Fixed 30-Year,Cash-Out Refinance,Retired,2019-06-24,2049-06-24,2019,Q2-2019,808000.0,5.48,30,LO-765
LN-03647,BR001,ARM 5/1,Purchase,Retired,2024-05-28,2039-05-28,2024,Q2-2024,372000.0,5.48,15,LO-274
LN-03648,BR002,Fixed 30-Year,Cash-Out Refinance,Retired,2023-12-30,2053-12-30,2023,Q4-2023,671000.0,3.55,30,LO-399
LN-03649,BR018,ARM 7/1,Home Equity,Contract,2024-06-04,2039-06-04,2024,Q2-2024,740000.0,4.36,15,LO-245
LN-03650,BR008,Fixed 15-Year,Purchase,Salaried,2018-02-12,2033-02-12,2018,Q1-2018,257000.0,6.19,15,LO-985
LN-03651,BR009,Fixed 30-Year,Purchase,Salaried,2019-07-06,2049-07-06,2019,Q3-2019,882000.0,4.09,30,LO-374
LN-03652,BR018,Fixed 30-Year,Purchase,Retired,2023-03-01,2053-03-01,2023,Q1-2023,657000.0,6.67,30,LO-145
LN-03653,BR004,Fixed 15-Year,Refinance,Salaried,2023-06-03,2038-06-03,2023,Q2-2023,487000.0,8.65,15,LO-732
LN-03654,BR005,Fixed 30-Year,Purchase,Retired,2024-04-22,2054-04-22,2024,Q2-2024,549000.0,3.5,30,LO-229
LN-03655,BR008,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2018-01-16,2048-01-16,2018,Q1-2018,203000.0,6.36,30,LO-872
LN-03656,BR016,Fixed 15-Year,Purchase,Retired,2019-02-27,2034-02-27,2019,Q1-2019,495000.0,6.51,15,LO-430
LN-03657,BR004,Fixed 30-Year,Purchase,Self-Employed,2022-12-23,2052-12-23,2022,Q4-2022,771000.0,7.66,30,LO-119
LN-03658,BR015,Fixed 30-Year,Home Equity,Retired,2019-03-30,2049-03-30,2019,Q1-2019,848000.0,4.91,30,LO-287
LN-03659,BR010,Fixed 15-Year,Purchase,Self-Employed,2022-08-15,2037-08-15,2022,Q3-2022,464000.0,4.56,15,LO-454
LN-03660,BR020,Fixed 30-Year,Purchase,Contract,2018-10-15,2048-10-15,2018,Q4-2018,839000.0,4.56,30,LO-845
LN-03661,BR015,Fixed 30-Year,Purchase,Retired,2023-03-04,2053-03-04,2023,Q1-2023,838000.0,5.64,30,LO-404
LN-03662,BR007,Fixed 15-Year,Refinance,Contract,2021-05-31,2036-05-31,2021,Q2-2021,242000.0,8.11,15,LO-631
LN-03663,BR016,Fixed 30-Year,Purchase,Contract,2023-05-06,2053-05-06,2023,Q2-2023,879000.0,5.32,30,LO-870
LN-03664,BR010,Fixed 30-Year,Cash-Out Refinance,Salaried,2018-06-26,2048-06-26,2018,Q2-2018,505000.0,6.97,30,LO-881
LN-03665,BR008,Fixed 30-Year,Purchase,Contract,2021-04-30,2051-04-30,2021,Q2-2021,518000.0,3.35,30,LO-695
LN-03666,BR014,ARM 7/1,Purchase,Salaried,2024-05-13,2039-05-13,2024,Q2-2024,594000.0,7.22,15,LO-529
LN-03667,BR012,Fixed 30-Year,Purchase,Self-Employed,2019-11-19,2049-11-19,2019,Q4-2019,472000.0,3.95,30,LO-228
LN-03668,BR012,Fixed 30-Year,Refinance,Self-Employed,2022-08-17,2052-08-17,2022,Q3-2022,206000.0,3.43,30,LO-154
LN-03669,BR020,ARM 5/1,Cash-Out Refinance,Retired,2018-08-29,2033-08-29,2018,Q3-2018,669000.0,4.73,15,LO-251
LN-03670,BR015,Fixed 30-Year,Purchase,Self-Employed,2023-02-28,2053-02-28,2023,Q1-2023,854000.0,3.88,30,LO-505
LN-03671,BR010,ARM 7/1,Purchase,Salaried,2021-09-06,2036-09-06,2021,Q3-2021,292000.0,8.53,15,LO-999
LN-03672,BR001,Fixed 15-Year,Purchase,Retired,2020-07-01,2035-07-01,2020,Q3-2020,508000.0,3.94,15,LO-725
