LoanID,LoanStatus,DaysDelinquent,MonthlyPayment,LastPaymentDate,DelinquencyFlag,DefaultFlag,AgingBucket
LN-03968,Current,0,6885.69,2023-12-29,0,0,0-Current
LN-03969,60 DPD,75,2166.51,2028-01-17,1,0,2-60 DPD
LN-03970,Current,0,3129.17,2026-09-27,0,0,0-Current
LN-03971,60 DPD,82,2255.71,2028-05-27,1,0,2-60 DPD
LN-03972,Current,0,3425.64,2019-09-09,0,0,0-Current
LN-03973,Current,0,6759.53,2024-04-22,0,0,0-Current
LN-03974,Current,0,5821.54,2024-04-13,0,0,0-Current
LN-03975,Current,0,4554.42,2019-02-13,0,0,0-Current
LN-03976,30 DPD,34,4817.5,2026-01-02,1,0,1-30 DPD
LN-03977,90 DPD,95,1749.36,2022-02-02,1,0,3-90 DPD
LN-03978,Current,0,3263.67,2028-07-29,0,0,0-Current
LN-03979,Current,0,2534.63,2024-06-10,0,0,0-Current
LN-03980,Current,0,4129.12,2023-03-26,0,0,0-Current
LN-03981,Current,0,3395.1,2026-04-29,0,0,0-Current
LN-03982,Current,0,3455.62,2022-06-22,0,0,0-Current
LN-03983,Default,166,2122.9,2020-12-12,1,1,4-Default
LN-03984,90 DPD,100,3382.27,2021-03-08,1,0,3-90 DPD
LN-03985,Current,0,2722.94,2025-01-14,0,0,0-Current
LN-03986,60 DPD,86,3530.78,2020-03-04,1,0,2-60 DPD
LN-03987,Current,0,779.55,2024-01-21,0,0,0-Current
LN-03988,Current,0,876.38,2025-11-24,0,0,0-Current
LN-03989,Current,0,1046.06,2027-03-02,0,0,0-Current
LN-03990,30 DPD,48,1858.51,2030-06-20,1,0,1-30 DPD
LN-03991,Current,0,1388.16,2028-12-08,0,0,0-Current
LN-03992,60 DPD,78,2231.59,2023-08-27,1,0,2-60 DPD
LN-03993,Current,0,1430.88,2022-07-17,0,0,0-Current
LN-03994,Current,0,6116.86,2018-11-04,0,0,0-Current
LN-03995,Current,0,5111.92,2022-01-11,0,0,0-Current
LN-03996,Default,230,3971.37,2026-07-10,1,1,4-Default
LN-03997,Current,0,3891.88,2025-05-16,0,0,0-Current
LN-03998,90 DPD,118,2682.75,2019-11-27,1,0,3-90 DPD
LN-03999,60 DPD,88,3565.67,2022-08-13,1,0,2-60 DPD
LN-04000,Current,0,6085.3,2022-05-21,0,0,0-Current
LN-04001,90 DPD,109,2017.81,2026-03-13,1,0,3-90 DPD
LN-04002,Current,0,5213.98,2021-05-23,0,0,0-Current
LN-04003,Default,145,3698.7,2022-01-31,1,1,4-Default
LN-04004,30 DPD,30,685.87,2023-11-09,1,0,1-30 DPD
LN-04005,Current,0,3980.29,2028-08-07,0,0,0-Current
LN-04006,Current,0,2428.95,2028-01-03,0,0,0-Current
LN-04007,Current,0,5692.36,2028-01-08,0,0,0-Current
LN-04008,60 DPD,85,4224.86,2024-11-01,1,0,2-60 DPD
LN-04009,30 DPD,54,7087.43,2020-10-20,1,0,1-30 DPD
LN-04010,Current,0,7078.24,2025-05-14,0,0,0-Current
LN-04011,Current,0,965.94,2027-10-23,0,0,0-Current
LN-04012,Current,0,4261.86,2027-05-18,0,0,0-Current
LN-04013,Current,0,3372.62,2027-12-05,0,0,0-Current
LN-04014,60 DPD,67,4625.35,2021-12-22,1,0,2-60 DPD
LN-04015,Current,0,1139.05,2022-04-02,0,0,0-Current
LN-04016,90 DPD,108,919.13,2026-02-08,1,0,3-90 DPD
LN-04017,Current,0,1394.18,2023-07-21,0,0,0-Current
LN-04018,Current,0,1986.42,2023-04-26,0,0,0-Current
LN-04019,Current,0,1901.96,2027-06-29,0,0,0-Current
LN-04020,Current,0,8222.67,2025-08-25,0,0,0-Current
LN-04021,Current,0,5299.68,2022-11-20,0,0,0-Current
LN-04022,Current,0,2382.92,2022-05-07,0,0,0-Current
LN-04023,Paid Off,0,5620.37,2025-03-02,0,0,5-Paid Off
LN-04024,Current,0,4210.66,2025-08-19,0,0,0-Current
LN-04025,Current,0,3150.87,2020-12-27,0,0,0-Current
LN-04026,Current,0,3611.22,2019-05-01,0,0,0-Current
LN-04027,Current,0,855.11,2027-03-28,0,0,0-Current
LN-04028,Current,0,5130.9,2026-08-11,0,0,0-Current
LN-04029,Current,0,3163.94,2024-06-29,0,0,0-Current
LN-04030,Current,0,3525.49,2025-03-13,0,0,0-Current
LN-04031,30 DPD,44,3449.53,2022-06-02,1,0,1-30 DPD
LN-04032,Paid Off,0,5224.16,2024-01-17,0,0,5-Paid Off
LN-04033,Paid Off,0,512.71,2020-04-13,0,0,5-Paid Off
LN-04034,Current,0,3910.5,2022-06-02,0,0,0-Current
LN-04035,Current,0,5704.15,2021-08-18,0,0,0-Current
LN-04036,Current,0,4575.25,2024-10-20,0,0,0-Current
LN-04037,Default,269,3487.79,2023-11-23,1,1,4-Default
LN-04038,Current,0,2373.68,2027-06-14,0,0,0-Current
LN-04039,30 DPD,43,4274.26,2024-07-13,1,0,1-30 DPD
LN-04040,Current,0,7786.84,2021-01-10,0,0,0-Current
LN-04041,Default,147,6347.41,2027-03-03,1,1,4-Default
LN-04042,60 DPD,69,1439.77,2027-03-21,1,0,2-60 DPD
LN-04043,Current,0,896.87,2024-12-18,0,0,0-Current
LN-04044,30 DPD,35,8552.95,2025-05-29,1,0,1-30 DPD
LN-04045,30 DPD,54,2605.16,2028-08-15,1,0,1-30 DPD
LN-04046,Current,0,3056.28,2021-12-09,0,0,0-Current
LN-04047,Current,0,3599.17,2025-05-25,0,0,0-Current
LN-04048,Current,0,7249.97,2020-09-04,0,0,0-Current
LN-04049,Current,0,7382.72,2020-05-22,0,0,0-Current
LN-04050,Default,299,1686.58,2025-06-19,1,1,4-Default
LN-04051,Current,0,3572.75,2018-10-12,0,0,0-Current
LN-04052,Default,171,3256.03,2025-01-25,1,1,4-Default
LN-04053,Current,0,2706.46,2024-08-16,0,0,0-Current
LN-04054,Current,0,2343.16,2026-09-01,0,0,0-Current
LN-04055,30 DPD,44,4455.12,2027-03-18,1,0,1-30 DPD
LN-04056,Current,0,6498.1,2023-12-29,0,0,0-Current
LN-04057,Current,0,3128.92,2023-03-01,0,0,0-Current
LN-04058,60 DPD,60,6351.44,2024-02-16,1,0,2-60 DPD
LN-04059,Current,0,2399.15,2021-10-25,0,0,0-Current
LN-04060,Current,0,2139.6,2029-10-24,0,0,0-Current
LN-04061,Current,0,2580.5,2024-09-23,0,0,0-Current
LN-04062,Current,0,1073.28,2023-08-12,0,0,0-Current
LN-04063,Current,0,4537.75,2022-11-09,0,0,0-Current
LN-04064,Current,0,3946.61,2018-09-08,0,0,0-Current
LN-04065,Current,0,906.24,2024-04-10,0,0,0-Current
LN-04066,30 DPD,58,2414.78,2021-02-16,1,0,1-30 DPD
LN-04067,Current,0,910.61,2025-01-02,0,0,0-Current
LN-04068,Current,0,1856.62,2027-05-08,0,0,0-Current
LN-04069,60 DPD,66,3021.54,2024-10-27,1,0,2-60 DPD
LN-04070,Current,0,1221.64,2023-06-15,0,0,0-Current
LN-04071,Current,0,6914.03,2021-01-31,0,0,0-Current
LN-04072,Current,0,4066.77,2026-06-16,0,0,0-Current
LN-04073,Current,0,1774.21,2030-06-20,0,0,0-Current
LN-04074,Current,0,4647.54,2025-03-22,0,0,0-Current
LN-04075,Current,0,1212.97,2025-03-14,0,0,0-Current
LN-04076,Current,0,2790.53,2027-09-16,0,0,0-Current
LN-04077,Current,0,2924.34,2022-08-12,0,0,0-Current
LN-04078,Current,0,4116.63,2027-12-21,0,0,0-Current
LN-04079,Current,0,3988.19,2025-11-06,0,0,0-Current
LN-04080,Paid Off,0,5282.48,2029-11-02,0,0,5-Paid Off
LN-04081,30 DPD,54,4862.37,2025-11-08,1,0,1-30 DPD
LN-04082,Current,0,1361.78,2024-07-11,0,0,0-Current
LN-04083,Current,0,5824.07,2023-08-09,0,0,0-Current
LN-04084,Current,0,5820.13,2021-07-05,0,0,0-Current
LN-04085,60 DPD,83,3432.35,2025-01-14,1,0,2-60 DPD
LN-04086,Current,0,3286.79,2024-04-07,0,0,0-Current
LN-04087,Current,0,2268.51,2024-02-11,0,0,0-Current
LN-04088,30 DPD,42,4295.47,2026-05-01,1,0,1-30 DPD
LN-04089,Current,0,2402.41,2025-06-11,0,0,0-Current
LN-04090,30 DPD,59,3447.95,2021-07-18,1,0,1-30 DPD
LN-04091,Current,0,3172.34,2025-04-26,0,0,0-Current
LN-04092,30 DPD,48,2405.01,2025-12-14,1,0,1-30 DPD
LN-04093,30 DPD,53,3244.67,2023-08-22,1,0,1-30 DPD
LN-04094,30 DPD,31,5063.55,2025-09-19,1,0,1-30 DPD
LN-04095,Current,0,549.15,2024-10-21,0,0,0-Current
LN-04096,Current,0,3788.28,2023-04-10,0,0,0-Current
LN-04097,30 DPD,58,4503.21,2027-11-02,1,0,1-30 DPD
LN-04098,Current,0,6317.53,2022-04-21,0,0,0-Current
LN-04099,Current,0,5728.47,2027-04-13,0,0,0-Current
LN-04100,Current,0,2473.83,2023-11-19,0,0,0-Current
LN-04101,90 DPD,91,6381.85,2029-06-21,1,0,3-90 DPD
LN-04102,60 DPD,86,3792.07,2023-01-23,1,0,2-60 DPD
LN-04103,Current,0,3914.66,2027-07-06,0,0,0-Current
LN-04104,Current,0,1327.52,2026-09-25,0,0,0-Current
LN-04105,Current,0,3134.49,2024-03-04,0,0,0-Current
LN-04106,60 DPD,82,6437.97,2026-04-10,1,0,2-60 DPD
LN-04107,Current,0,4264.32,2020-09-25,0,0,0-Current
LN-04108,Current,0,4530.31,2024-07-28,0,0,0-Current
LN-04109,Current,0,3319.93,2024-05-23,0,0,0-Current
LN-04110,Current,0,2374.45,2023-05-06,0,0,0-Current
LN-04111,Current,0,1097.65,2027-11-08,0,0,0-Current
LN-04112,Current,0,3251.63,2025-07-12,0,0,0-Current
LN-04113,30 DPD,30,5808.64,2020-10-03,1,0,1-30 DPD
LN-04114,Current,0,1996.26,2019-08-30,0,0,0-Current
LN-04115,Current,0,4528.01,2024-06-01,0,0,0-Current
LN-04116,Current,0,3869.53,2030-04-21,0,0,0-Current
LN-04117,Current,0,7102.42,2022-03-06,0,0,0-Current
LN-04118,Current,0,4540.95,2025-03-20,0,0,0-Current
LN-04119,Current,0,4801.78,2026-03-03,0,0,0-Current
LN-04120,Current,0,4786.07,2024-12-25,0,0,0-Current
LN-04121,Current,0,377.12,2027-06-18,0,0,0-Current
LN-04122,Current,0,6837.48,2026-12-25,0,0,0-Current
LN-04123,90 DPD,108,5732.51,2025-01-25,1,0,3-90 DPD
LN-04124,Current,0,1504.36,2020-05-07,0,0,0-Current
LN-04125,Current,0,964.13,2025-08-19,0,0,0-Current
LN-04126,Current,0,2999.78,2025-08-11,0,0,0-Current
LN-04127,Current,0,4821.43,2026-07-10,0,0,0-Current
LN-04128,30 DPD,47,8300.68,2027-06-25,1,0,1-30 DPD
LN-04129,Current,0,1601.62,2027-06-26,0,0,0-Current
LN-04130,60 DPD,68,4628.42,2023-09-26,1,0,2-60 DPD
LN-04131,Current,0,2752.56,2024-04-02,0,0,0-Current
LN-04132,Current,0,2434.36,2023-11-14,0,0,0-Current
LN-04133,Current,0,5806.57,2025-08-18,0,0,0-Current
LN-04134,Paid Off,0,974.14,2020-02-25,0,0,5-Paid Off
LN-04135,Current,0,5079.24,2024-07-05,0,0,0-Current
LN-04136,Current,0,7230.86,2025-09-13,0,0,0-Current
LN-04137,Current,0,2623.16,2022-04-28,0,0,0-Current
LN-04138,Current,0,4645.89,2023-06-17,0,0,0-Current
LN-04139,Current,0,3626.62,2025-05-31,0,0,0-Current
LN-04140,Current,0,6637.32,2021-02-27,0,0,0-Current
LN-04141,Current,0,1264.67,2022-05-11,0,0,0-Current
LN-04142,30 DPD,44,2157.55,2029-04-17,1,0,1-30 DPD
LN-04143,Current,0,7502.74,2024-11-02,0,0,0-Current
LN-04144,Current,0,3297.69,2023-11-20,0,0,0-Current
LN-04145,90 DPD,119,3325.59,2022-10-21,1,0,3-90 DPD
LN-04146,90 DPD,109,6277.61,2028-06-29,1,0,3-90 DPD
LN-04147,Current,0,2831.68,2026-01-03,0,0,0-Current
LN-04148,30 DPD,49,5567.35,2027-07-03,1,0,1-30 DPD
LN-04149,Current,0,1251.72,2024-12-31,0,0,0-Current
LN-04150,Current,0,2877.08,2021-09-23,0,0,0-Current
LN-04151,Current,0,4723.48,2021-12-08,0,0,0-Current
LN-04152,90 DPD,92,2481.04,2021-09-09,1,0,3-90 DPD
LN-04153,Current,0,3908.74,2025-10-29,0,0,0-Current
LN-04154,Current,0,3504.48,2021-03-03,0,0,0-Current
LN-04155,30 DPD,36,5589.5,2022-02-08,1,0,1-30 DPD
LN-04156,Current,0,4671.59,2021-05-14,0,0,0-Current
LN-04157,90 DPD,91,5685.71,2024-09-13,1,0,3-90 DPD
LN-04158,Current,0,3649.34,2021-12-21,0,0,0-Current
LN-04159,Current,0,4739.61,2025-08-18,0,0,0-Current
LN-04160,Current,0,2609.43,2023-09-09,0,0,0-Current
LN-04161,90 DPD,106,8121.18,2029-12-24,1,0,3-90 DPD
LN-04162,Current,0,3216.39,2027-11-15,0,0,0-Current
LN-04163,30 DPD,53,6144.13,2022-10-27,1,0,1-30 DPD
LN-04164,Current,0,6371.15,2029-11-17,0,0,0-Current
LN-04165,Current,0,1507.83,2023-04-12,0,0,0-Current
LN-04166,Current,0,6025.83,2023-02-24,0,0,0-Current
LN-04167,Current,0,3253.28,2025-08-31,0,0,0-Current
LN-04168,Current,0,2610.46,2023-10-19,0,0,0-Current
LN-04169,Current,0,2946.69,2025-12-26,0,0,0-Current
LN-04170,90 DPD,106,1008.33,2026-01-12,1,0,3-90 DPD
LN-04171,Current,0,1522.16,2020-06-21,0,0,0-Current
LN-04172,Current,0,2405.51,2021-06-09,0,0,0-Current
LN-04173,Current,0,1687.09,2020-04-01,0,0,0-Current
LN-04174,Current,0,6400.34,2025-11-14,0,0,0-Current
LN-04175,Current,0,2224.13,2024-08-06,0,0,0-Current
LN-04176,Current,0,5578.78,2028-10-29,0,0,0-Current
LN-04177,60 DPD,67,1077.98,2022-06-12,1,0,2-60 DPD
LN-04178,30 DPD,35,3158.61,2027-01-07,1,0,1-30 DPD
LN-04179,Current,0,3704.09,2027-05-27,0,0,0-Current
LN-04180,90 DPD,91,2654.4,2023-09-12,1,0,3-90 DPD
LN-04181,Current,0,5161.41,2024-03-13,0,0,0-Current
LN-04182,30 DPD,33,1716.17,2026-02-21,1,0,1-30 DPD
LN-04183,Current,0,1179.17,2026-10-24,0,0,0-Current
LN-04184,Current,0,2789.69,2025-07-20,0,0,0-Current
LN-04185,Current,0,3277.56,2024-06-18,0,0,0-Current
LN-04186,60 DPD,71,3243.28,2029-09-15,1,0,2-60 DPD
LN-04187,Current,0,4489.46,2023-05-11,0,0,0-Current
LN-04188,Current,0,2776.68,2027-04-16,0,0,0-Current
LN-04189,Current,0,1707.52,2024-09-12,0,0,0-Current
LN-04190,30 DPD,32,3237.68,2024-03-13,1,0,1-30 DPD
LN-04191,30 DPD,38,1667.42,2024-08-09,1,0,1-30 DPD
LN-04192,Current,0,2562.0,2027-08-01,0,0,0-Current
LN-04193,Current,0,8274.63,2025-04-10,0,0,0-Current
LN-04194,30 DPD,41,2031.17,2026-09-24,1,0,1-30 DPD
LN-04195,Current,0,5048.04,2022-10-30,0,0,0-Current
LN-04196,60 DPD,87,5413.38,2029-05-09,1,0,2-60 DPD
LN-04197,Current,0,3543.34,2021-11-09,0,0,0-Current
LN-04198,60 DPD,70,3502.03,2027-04-01,1,0,2-60 DPD
LN-04199,Current,0,3788.74,2023-03-21,0,0,0-Current
LN-04200,90 DPD,111,2795.67,2020-12-20,1,0,3-90 DPD
LN-04201,Default,345,3253.7,2024-08-15,1,1,4-Default
LN-04202,Current,0,2537.75,2027-02-09,0,0,0-Current
LN-04203,Current,0,712.75,2022-10-31,0,0,0-Current
LN-04204,Current,0,1885.71,2028-12-11,0,0,0-Current
LN-04205,Default,216,1443.03,2028-12-01,1,1,4-Default
LN-04206,Current,0,6358.43,2028-03-21,0,0,0-Current
LN-04207,Current,0,1520.13,2023-07-13,0,0,0-Current
LN-04208,Current,0,4570.72,2024-01-10,0,0,0-Current
LN-04209,Current,0,1656.95,2020-09-07,0,0,0-Current
LN-04210,Current,0,1075.13,2023-09-02,0,0,0-Current
LN-04211,Current,0,4916.38,2026-08-26,0,0,0-Current
LN-04212,Current,0,4698.34,2022-10-25,0,0,0-Current
LN-04213,Current,0,5777.25,2021-04-14,0,0,0-Current
LN-04214,90 DPD,102,4994.98,2022-02-11,1,0,3-90 DPD
LN-04215,Current,0,3817.87,2029-09-07,0,0,0-Current
LN-04216,Current,0,4468.51,2022-10-17,0,0,0-Current
LN-04217,Current,0,3628.3,2022-10-03,0,0,0-Current
LN-04218,Current,0,7453.41,2026-01-05,0,0,0-Current
LN-04219,90 DPD,105,5010.31,2024-05-10,1,0,3-90 DPD
LN-04220,60 DPD,80,5489.79,2025-06-01,1,0,2-60 DPD
LN-04221,Current,0,4927.74,2022-04-10,0,0,0-Current
LN-04222,Current,0,3793.88,2024-02-02,0,0,0-Current
LN-04223,Current,0,2804.01,2024-12-09,0,0,0-Current
LN-04224,Current,0,1058.07,2024-09-14,0,0,0-Current
LN-04225,90 DPD,111,3924.38,2023-02-22,1,0,3-90 DPD
LN-04226,Current,0,3007.15,2021-05-17,0,0,0-Current
LN-04227,Current,0,2060.39,2023-03-06,0,0,0-Current
LN-04228,Current,0,5026.75,2023-11-13,0,0,0-Current
LN-04229,Current,0,3708.72,2025-05-01,0,0,0-Current
LN-04230,90 DPD,111,6990.29,2028-11-30,1,0,3-90 DPD
LN-04231,Default,302,2693.07,2024-04-25,1,1,4-Default
LN-04232,Current,0,2364.16,2020-08-07,0,0,0-Current
LN-04233,Current,0,750.88,2029-10-10,0,0,0-Current
LN-04234,Current,0,4302.86,2024-08-26,0,0,0-Current
LN-04235,30 DPD,32,2990.41,2025-12-28,1,0,1-30 DPD
LN-04236,30 DPD,39,1377.39,2027-08-05,1,0,1-30 DPD
LN-04237,90 DPD,102,2755.34,2027-10-12,1,0,3-90 DPD
LN-04238,30 DPD,55,3155.34,2030-03-12,1,0,1-30 DPD
LN-04239,30 DPD,51,1090.21,2028-05-05,1,0,1-30 DPD
LN-04240,60 DPD,84,4539.83,2021-01-05,1,0,2-60 DPD
LN-04241,60 DPD,71,1827.94,2024-09-19,1,0,2-60 DPD
LN-04242,30 DPD,40,2322.02,2028-12-30,1,0,1-30 DPD
LN-04243,Current,0,780.54,2022-06-12,0,0,0-Current
LN-04244,30 DPD,42,602.78,2024-11-14,1,0,1-30 DPD
LN-04245,Current,0,5015.4,2025-06-12,0,0,0-Current
LN-04246,Current,0,3517.14,2023-10-10,0,0,0-Current
LN-04247,Current,0,673.38,2022-03-02,0,0,0-Current
LN-04248,Current,0,415.07,2027-09-26,0,0,0-Current
LN-04249,Current,0,2658.76,2025-05-02,0,0,0-Current
LN-04250,30 DPD,57,2316.47,2024-10-31,1,0,1-30 DPD
LN-04251,Current,0,1203.19,2024-04-18,0,0,0-Current
LN-04252,Current,0,5630.0,2019-09-08,0,0,0-Current
LN-04253,Current,0,5915.92,2025-10-17,0,0,0-Current
LN-04254,Current,0,1655.74,2028-03-09,0,0,0-Current
LN-04255,30 DPD,50,2863.03,2026-06-17,1,0,1-30 DPD
LN-04256,Current,0,1875.54,2024-06-05,0,0,0-Current
LN-04257,90 DPD,91,5882.44,2021-08-06,1,0,3-90 DPD
LN-04258,Current,0,879.51,2022-05-24,0,0,0-Current
LN-04259,Current,0,5600.05,2023-02-19,0,0,0-Current
LN-04260,Current,0,5039.73,2024-01-07,0,0,0-Current
LN-04261,Current,0,4776.57,2022-08-24,0,0,0-Current
LN-04262,Current,0,4225.04,2019-10-23,0,0,0-Current
LN-04263,Current,0,6551.02,2025-10-20,0,0,0-Current
LN-04264,Current,0,1855.74,2026-08-17,0,0,0-Current
LN-04265,Default,314,2740.88,2020-06-04,1,1,4-Default
LN-04266,Current,0,2750.99,2025-12-06,0,0,0-Current
LN-04267,Default,203,5091.13,2023-06-26,1,1,4-Default
LN-04268,Paid Off,0,2974.25,2026-03-29,0,0,5-Paid Off
LN-04269,30 DPD,59,2477.31,2023-09-05,1,0,1-30 DPD
LN-04270,Current,0,907.91,2025-07-15,0,0,0-Current
LN-04271,Current,0,4133.03,2028-12-21,0,0,0-Current
LN-04272,90 DPD,104,3680.07,2022-09-10,1,0,3-90 DPD
LN-04273,Current,0,5752.71,2029-08-15,0,0,0-Current
LN-04274,90 DPD,93,7690.35,2024-11-23,1,0,3-90 DPD
LN-04275,Current,0,2018.01,2021-07-14,0,0,0-Current
LN-04276,Current,0,3096.19,2022-12-22,0,0,0-Current
LN-04277,60 DPD,68,507.36,2027-05-13,1,0,2-60 DPD
LN-04278,Current,0,879.42,2020-02-18,0,0,0-Current
LN-04279,60 DPD,67,688.1,2023-05-19,1,0,2-60 DPD
LN-04280,Current,0,6038.01,2023-04-15,0,0,0-Current
LN-04281,Current,0,1748.14,2023-12-13,0,0,0-Current
LN-04282,90 DPD,112,3686.12,2022-08-26,1,0,3-90 DPD
LN-04283,Default,220,889.21,2022-06-08,1,1,4-Default
LN-04284,Current,0,3416.58,2023-04-15,0,0,0-Current
LN-04285,Current,0,2062.56,2021-11-14,0,0,0-Current
LN-04286,Current,0,1516.13,2028-09-27,0,0,0-Current
LN-04287,30 DPD,38,3616.31,2027-10-16,1,0,1-30 DPD
LN-04288,Current,0,862.4,2028-05-14,0,0,0-Current
LN-04289,Current,0,1112.25,2026-12-24,0,0,0-Current
LN-04290,Current,0,6183.51,2028-04-04,0,0,0-Current
LN-04291,30 DPD,49,541.7,2024-10-10,1,0,1-30 DPD
LN-04292,Current,0,6442.24,2027-07-25,0,0,0-Current
LN-04293,Current,0,5702.47,2023-07-31,0,0,0-Current
LN-04294,Current,0,6784.42,2029-07-09,0,0,0-Current
LN-04295,Current,0,4082.35,2028-04-16,0,0,0-Current
LN-04296,Current,0,2586.39,2021-05-16,0,0,0-Current
LN-04297,30 DPD,30,3350.99,2027-10-28,1,0,1-30 DPD
LN-04298,Current,0,2912.37,2024-06-09,0,0,0-Current
LN-04299,90 DPD,107,4525.63,2027-12-24,1,0,3-90 DPD
LN-04300,Current,0,2895.98,2026-06-06,0,0,0-Current
LN-04301,Default,156,1142.2,2020-04-03,1,1,4-Default
LN-04302,Current,0,3321.7,2026-11-22,0,0,0-Current
LN-04303,Current,0,1363.12,2023-08-12,0,0,0-Current
LN-04304,Default,273,1869.0,2022-03-26,1,1,4-Default
LN-04305,Current,0,1005.3,2023-06-02,0,0,0-Current
LN-04306,30 DPD,56,8800.16,2027-11-26,1,0,1-30 DPD
LN-04307,Current,0,2809.68,2024-06-05,0,0,0-Current
LN-04308,Current,0,5838.73,2024-05-11,0,0,0-Current
LN-04309,Default,290,789.8,2025-08-10,1,1,4-Default
LN-04310,Current,0,2271.68,2021-08-26,0,0,0-Current
LN-04311,Current,0,1783.98,2028-10-18,0,0,0-Current
LN-04312,Current,0,626.65,2025-04-04,0,0,0-Current
LN-04313,Current,0,1488.3,2022-11-09,0,0,0-Current
LN-04314,Current,0,3773.14,2025-05-04,0,0,0-Current
LN-04315,Current,0,4186.6,2028-08-07,0,0,0-Current
LN-04316,30 DPD,35,5586.33,2024-01-27,1,0,1-30 DPD
LN-04317,Current,0,3046.57,2020-12-24,0,0,0-Current
LN-04318,Current,0,577.86,2025-04-14,0,0,0-Current
LN-04319,90 DPD,90,1793.75,2021-11-29,1,0,3-90 DPD
LN-04320,90 DPD,103,5695.77,2022-05-23,1,0,3-90 DPD
LN-04321,90 DPD,106,3238.13,2022-10-26,1,0,3-90 DPD
LN-04322,30 DPD,58,3726.22,2025-02-12,1,0,1-30 DPD
LN-04323,Current,0,5537.64,2020-08-23,0,0,0-Current
LN-04324,60 DPD,88,1985.33,2019-11-15,1,0,2-60 DPD
LN-04325,Current,0,2038.44,2025-04-30,0,0,0-Current
LN-04326,30 DPD,48,1801.02,2025-10-05,1,0,1-30 DPD
LN-04327,30 DPD,31,2690.0,2024-08-19,1,0,1-30 DPD
LN-04328,Current,0,2543.57,2025-02-08,0,0,0-Current
LN-04329,60 DPD,76,2174.86,2024-08-05,1,0,2-60 DPD
LN-04330,Current,0,1805.24,2021-02-01,0,0,0-Current
LN-04331,Current,0,988.68,2026-01-14,0,0,0-Current
LN-04332,Current,0,1258.52,2027-04-03,0,0,0-Current
LN-04333,60 DPD,69,3541.43,2026-06-28,1,0,2-60 DPD
LN-04334,Current,0,1957.56,2024-01-09,0,0,0-Current
LN-04335,Current,0,7077.14,2025-02-21,0,0,0-Current
LN-04336,Current,0,985.27,2022-12-29,0,0,0-Current
LN-04337,Current,0,4076.56,2022-06-15,0,0,0-Current
LN-04338,Current,0,845.59,2024-10-12,0,0,0-Current
LN-04339,Current,0,5141.53,2022-12-31,0,0,0-Current
LN-04340,30 DPD,52,4791.59,2025-05-15,1,0,1-30 DPD
LN-04341,90 DPD,97,6013.82,2023-01-08,1,0,3-90 DPD
LN-04342,Current,0,3307.38,2025-05-27,0,0,0-Current
LN-04343,Current,0,4207.11,2026-11-03,0,0,0-Current
LN-04344,Paid Off,0,5137.41,2027-04-19,0,0,5-Paid Off
LN-04345,Current,0,2261.09,2021-10-30,0,0,0-Current
LN-04346,90 DPD,103,5491.65,2019-07-23,1,0,3-90 DPD
LN-04347,60 DPD,73,5231.56,2028-03-22,1,0,2-60 DPD
LN-04348,Current,0,4259.23,2027-09-05,0,0,0-Current
LN-04349,Current,0,2491.15,2022-02-28,0,0,0-Current
LN-04350,Current,0,2682.82,2027-09-14,0,0,0-Current
LN-04351,Current,0,658.53,2025-08-11,0,0,0-Current
LN-04352,30 DPD,59,4182.88,2024-04-13,1,0,1-30 DPD
LN-04353,90 DPD,111,8337.46,2025-11-15,1,0,3-90 DPD
LN-04354,Current,0,3468.35,2021-08-20,0,0,0-Current
LN-04355,Current,0,1059.96,2024-09-23,0,0,0-Current
LN-04356,Current,0,6237.24,2024-10-18,0,0,0-Current
LN-04357,90 DPD,101,5099.89,2025-01-15,1,0,3-90 DPD
LN-04358,Current,0,1334.26,2029-05-26,0,0,0-Current
LN-04359,Current,0,1397.87,2027-02-22,0,0,0-Current
LN-04360,90 DPD,107,2407.28,2021-12-15,1,0,3-90 DPD
LN-04361,Current,0,8396.18,2021-03-03,0,0,0-Current
LN-04362,Current,0,5333.1,2026-07-20,0,0,0-Current
LN-04363,90 DPD,110,6329.15,2026-01-07,1,0,3-90 DPD
LN-04364,30 DPD,35,5128.53,2026-01-21,1,0,1-30 DPD
LN-04365,Current,0,4862.43,2024-05-09,0,0,0-Current
LN-04366,30 DPD,42,2579.25,2025-06-09,1,0,1-30 DPD
LN-04367,Current,0,2887.58,2026-04-12,0,0,0-Current
LN-04368,60 DPD,77,505.69,2021-01-29,1,0,2-60 DPD
LN-04369,Current,0,1464.55,2024-07-10,0,0,0-Current
LN-04370,Current,0,4197.42,2023-07-14,0,0,0-Current
LN-04371,Current,0,3314.99,2023-11-03,0,0,0-Current
LN-04372,30 DPD,34,6373.41,2023-11-05,1,0,1-30 DPD
LN-04373,Current,0,2910.76,2023-06-17,0,0,0-Current
LN-04374,60 DPD,79,1489.95,2023-04-17,1,0,2-60 DPD
LN-04375,Current,0,2087.47,2020-06-05,0,0,0-Current
LN-04376,Current,0,3972.1,2021-04-24,0,0,0-Current
LN-04377,60 DPD,66,4585.87,2022-05-18,1,0,2-60 DPD
LN-04378,30 DPD,46,6208.82,2028-04-29,1,0,1-30 DPD
LN-04379,60 DPD,62,3026.03,2026-05-30,1,0,2-60 DPD
LN-04380,Current,0,668.6,2026-10-25,0,0,0-Current
